Product Name,Concentration uM,morphology score,infection rate (%),Cell model
oxyclozanide,10.0,0.03,113.0,Vero E6
oxybutynin,10.0,0.3,98.0,Vero E6
oxprenolol,10.0,-0.18,114.0,Vero E6
oxotremorine-M,10.0,0.06,89.5,Vero E6
oxotremorine-sesquifumarate,10.0,0.06,100.5,Vero E6
oxonic-acid,10.0,-0.06,115.0,Vero E6
oxolinic-acid,10.0,0.16,96.0,Vero E6
oxiperomide,0.83,-0.01,104.5,Vero E6
oxidopamine,10.0,0.1,102.0,Vero E6
oxiconazole,10.0,-0.08,114.5,Vero E6
oxibendazole,10.0,-0.16,117.5,Vero E6
oxfenicine,10.0,0.25,103.0,Vero E6
oxfendazole,10.0,0.15,101.0,Vero E6
OXF-BD-02,10.0,0.15,104.0,Vero E6
oxethazaine,10.0,-0.17,102.5,Vero E6
oxelaidin,10.0,0.42,73.5,Vero E6
oxcarbazepine,10.0,0.09,107.5,Vero E6
oxatomide,10.0,-0.05,106.5,Vero E6
oxaprozin,10.0,-0.01,115.5,Vero E6
Oxandrolone,10.0,0.04,112.5,Vero E6
oxaliplatin,10.0,-0.09,111.5,Vero E6
oxacyclohexadecan-2-one,10.0,-0.05,105.5,Vero E6
oxacillin,10.0,-0.01,110.0,Vero E6
OXA-06,10.0,-0.05,116.0,Vero E6
OTX015,10.0,-0.17,113.5,Vero E6
OTS167,0.83,0.29,96.0,Vero E6
OTS514,0.83,-0.05,95.0,Vero E6
otilonium,10.0,0.3,101.0,Vero E6
otenzepad,10.0,0.17,94.5,Vero E6
"CP-945,598",10.0,-0.02,107.5,Vero E6
otamixaban,10.0,-0.08,100.5,Vero E6
OT-R-antagonist-1,10.0,0.12,98.5,Vero E6
osthol,10.0,0.24,107.0,Vero E6
ospemifene,10.0,0.19,97.5,Vero E6
osimertinib,10.0,-0.27,110.5,Vero E6
OSI-930,10.0,0.07,90.0,Vero E6
linsitinib,10.0,0.27,88.5,Vero E6
OSI-420,10.0,-0.09,116.5,Vero E6
OSI-027,0.83,0.17,111.5,Vero E6
osemozotan,10.0,0.1,106.5,Vero E6
oseltamivir-phosphate,10.0,0.24,85.5,Vero E6
oseltamivir-carboxylate,10.0,-0.05,102.5,Vero E6
N-salicoylaminophenol,10.0,0.17,102.5,Vero E6
ORY-1001,10.0,0.43,79.5,Vero E6
orphenadrine,10.0,0.32,87.0,Vero E6
orphanin-fq,10.0,0.05,111.5,Vero E6
orotic-acid,10.0,0.1,104.5,Vero E6
ornithine,10.0,0.1,96.5,Vero E6
ornidazole,10.0,0.08,107.0,Vero E6
orlistat,10.0,0.23,100.0,Vero E6
oritavancin,10.0,0.04,92.0,Vero E6
ORG-9768,10.0,0.04,112.0,Vero E6
ORG-26576,10.0,-0.03,108.5,Vero E6
ORG-25543,10.0,0.33,77.5,Vero E6
ORG-12962,10.0,0.27,89.5,Vero E6
ORG-27569,10.0,-0.09,124.0,Vero E6
orbifloxacin,10.0,0.15,96.5,Vero E6
orantinib,10.0,0.12,92.5,Vero E6
OR-486,10.0,0.12,101.0,Vero E6
opipramol,10.0,0.24,102.0,Vero E6
opicapone,10.0,0.12,101.5,Vero E6
ONO-8130,10.0,-0.04,107.0,Vero E6
ONO-4817,10.0,0.13,98.5,Vero E6
ONO-4059,0.83,-0.06,90.0,Vero E6
ondansetron,10.0,0.25,90.0,Vero E6
oncrasin-1,10.0,0.11,110.0,Vero E6
ONC201,0.83,-0.16,82.0,Vero E6
AT13387,10.0,0.19,118.0,Vero E6
ON123300,0.83,0.15,103.5,Vero E6
GSK2126458,0.83,-0.09,109.5,Vero E6
omeprazole-sulfide,10.0,0.19,104.0,Vero E6
omeprazole,10.0,0.09,103.5,Vero E6
omecamtiv-mecarbil,10.0,0.27,99.0,Vero E6
OMDM-2,10.0,0.12,104.0,Vero E6
ombitasvir,10.0,0.12,113.0,Vero E6
DVD-111,10.0,-0.06,104.0,Vero E6
omarigliptin,10.0,0.2,107.0,Vero E6
omadacycline,10.0,0.18,97.5,Vero E6
olvanil,10.0,0.22,96.0,Vero E6
oltipraz,10.0,-0.04,109.0,Vero E6
olsalazine,10.0,0.06,103.5,Vero E6
olprinone,10.0,0.1,104.5,Vero E6
Olopatadine hydrochloride (Opatanol),10.0,0.11,111.0,Vero E6
olomoucine,10.0,0.02,98.5,Vero E6
olmutinib,0.83,-0.1,94.5,Vero E6
olmesartan-medoxomil,10.0,-0.03,116.0,Vero E6
olmesartan,10.0,0.02,101.5,Vero E6
TRV130,10.0,-0.05,103.0,Vero E6
oleuropein,10.0,-0.02,112.5,Vero E6
olesoxime,10.0,-0.09,106.5,Vero E6
oleoylethanolamide,10.0,0.06,102.5,Vero E6
oleanolic-acid,10.0,0.05,109.5,Vero E6
oleandrin,0.83,-0.17,118.5,Vero E6
oleamide,10.0,0.24,94.5,Vero E6
OLDA,0.83,0.13,99.5,Vero E6
BIBN4096,10.0,0.04,109.5,Vero E6
olanzapine,10.0,-0.06,108.0,Vero E6
OICR-9429,10.0,0.03,115.0,Vero E6
oglemilast,10.0,0.29,92.0,Vero E6
OG-L002,10.0,0.25,87.0,Vero E6
ofloxacin,10.0,0.09,105.5,Vero E6
OF-1,10.0,0.01,102.0,Vero E6
ODQ,10.0,-0.03,114.5,Vero E6
ODM-201,10.0,0.2,105.5,Vero E6
odanacatib,10.0,0.16,96.5,Vero E6
octreotide,10.0,0.06,102.5,Vero E6
octopamine,10.0,-0.04,114.5,Vero E6
octenidine,0.83,-0.01,107.5,Vero E6
octadecan-1-ol,0.0,0.17,95.5,Vero E6
ocinaplon,10.0,-0.05,117.0,Vero E6
ochromycinone,10.0,-0.05,105.0,Vero E6
OC000459,10.0,0.01,102.0,Vero E6
obidoxime,10.0,-0.04,108.0,Vero E6
obeticholic-acid,10.0,0.17,92.5,Vero E6
OAC2,10.0,0.25,85.5,Vero E6
OAC1,10.0,0.07,103.0,Vero E6
O6-benzylguanine,10.0,0.11,108.0,Vero E6
O4I1,10.0,0.14,99.5,Vero E6
o-mercapto-benzoic-acid,10.0,0.2,101.0,Vero E6
O-acetyl-L-serine,10.0,0.07,88.0,Vero E6
o-3M3FBS,10.0,-0.09,113.0,Vero E6
O-1918,10.0,0.08,108.5,Vero E6
nystatin,10.0,-0.06,115.5,Vero E6
buphenine,10.0,-0.14,114.5,Vero E6
NXY-059,10.0,0.0,114.0,Vero E6
NVS-PAK1-1,0.83,0.06,89.0,Vero E6
NVP-TNKS656,10.0,0.17,102.0,Vero E6
NVP-TAE226,10.0,-0.22,97.5,Vero E6
NVP-HSP990,0.83,0.12,99.0,Vero E6
NVP-DPP728,10.0,-0.09,114.0,Vero E6
CGM097,0.83,0.24,93.5,Vero E6
NVP-BVU972,10.0,0.44,83.0,Vero E6
BGT226,0.83,0.12,104.5,Vero E6
NVP-231,0.83,-0.08,105.0,Vero E6
nutlin-3,0.83,0.1,117.0,Vero E6
nuclomedone,10.0,0.24,99.0,Vero E6
NU-2058,10.0,0.09,90.5,Vero E6
NU-1025,10.0,-0.03,113.5,Vero E6
NU-7026,10.0,0.26,109.5,Vero E6
nTZDpa,10.0,0.15,101.5,Vero E6
NTRC-824,10.0,0.06,104.5,Vero E6
NSI-189,10.0,-0.01,114.0,Vero E6
NSC-697923,0.83,0.21,68.0,Vero E6
NSC-636819,10.0,0.19,97.5,Vero E6
NSC-5844,10.0,0.08,107.5,Vero E6
NSC-663284,0.83,0.14,94.0,Vero E6
NSC-632839,0.83,0.17,93.0,Vero E6
NSC-625987,10.0,-0.06,106.0,Vero E6
NSC-405020,10.0,-0.46,119.0,Vero E6
NSC-23766,10.0,-0.11,110.5,Vero E6
STAT3-inhibitor-VI,10.0,0.04,110.0,Vero E6
NS-9283,10.0,0.14,98.5,Vero E6
NS-8593,10.0,0.27,89.0,Vero E6
NS-8,10.0,-0.04,105.0,Vero E6
NS-5806,10.0,0.19,104.0,Vero E6
NS-3623,10.0,-0.06,108.5,Vero E6
NS-309,10.0,0.12,93.5,Vero E6
NS-19504,10.0,0.13,102.5,Vero E6
NS-1643,10.0,0.12,104.0,Vero E6
NS-11021,10.0,0.09,98.0,Vero E6
NS_EX3r2,10.0,0.21,91.5,Vero E6
NQDI-1,10.0,-0.16,117.0,Vero E6
NPY-5RA972,10.0,0.12,105.5,Vero E6
NPPB,10.0,0.1,104.0,Vero E6
NPC-15199,10.0,0.14,96.0,Vero E6
Z160,10.0,0.08,101.5,Vero E6
novobiocin,10.0,0.17,95.0,Vero E6
noscapine,10.0,-0.1,104.5,Vero E6
norvancomycin,10.0,0.01,100.5,Vero E6
nortriptyline,0.83,-0.1,110.5,Vero E6
norgestrel,10.0,-0.22,111.5,Vero E6
norelgestromin,10.0,-0.09,107.5,Vero E6
norgestimate,10.0,0.11,107.5,Vero E6
norfluoxetine,10.0,0.57,59.0,Vero E6
norfloxacin,10.0,0.2,86.0,Vero E6
noretynodrel,10.0,0.02,107.5,Vero E6
norethisterone-enanthate,10.0,0.15,96.5,Vero E6
norethindrone-acetate,10.0,-0.15,105.5,Vero E6
Norethindrone (Norethisterone),10.0,-0.02,112.5,Vero E6
norepinephrine,10.0,-0.07,109.0,Vero E6
masoprocol,10.0,0.06,90.0,Vero E6
norcyclobenzaprine,10.0,0.31,81.0,Vero E6
nor-binaltorphimine,10.0,-0.07,114.5,Vero E6
nomifensine,10.0,-0.11,109.0,Vero E6
nomegestrol-acetate,10.0,0.15,95.0,Vero E6
nolatrexed,10.0,-0.17,108.5,Vero E6
nocodazole,0.83,0.03,104.0,Vero E6
nobiletin,10.0,0.32,110.0,Vero E6
NO-ASA,10.0,0.18,101.0,Vero E6
NNC-711,10.0,0.02,95.0,Vero E6
NNC-63-0532,10.0,0.25,94.5,Vero E6
NNC-55-0396,0.83,0.04,98.0,Vero E6
NMS-P715,10.0,-0.07,111.0,Vero E6
NMS-E973,0.83,0.25,95.5,Vero E6
NMS-873,0.83,0.06,100.0,Vero E6
NMS-1286937,10.0,-0.21,113.5,Vero E6
NMDA,10.0,0.15,90.5,Vero E6
NM107,10.0,0.06,103.0,Vero E6
NLG919,10.0,,53.0,Vero E6
NKY-80,10.0,0.02,99.0,Vero E6
AV-608,10.0,0.19,81.5,Vero E6
NK-252,10.0,-0.01,113.5,Vero E6
nizofenone,10.0,0.15,98.0,Vero E6
nitrosodimethylurea,10.0,0.06,106.5,Vero E6
nitromide,10.0,0.26,83.5,Vero E6
nitrofurazone,10.0,0.19,105.0,Vero E6
nitrofurantoin,10.0,0.17,111.5,Vero E6
nitrocaramiphen,10.0,0.14,103.5,Vero E6
nitrendipine,10.0,-0.06,111.5,Vero E6
nitisinone,10.0,0.05,109.5,Vero E6
nithiamide,10.0,0.02,90.0,Vero E6
nitenpyram,10.0,0.06,101.0,Vero E6
nitecapone,10.0,0.1,102.5,Vero E6
nitazoxanide,10.0,0.22,88.0,Vero E6
nisoxetine,10.0,0.14,96.5,Vero E6
nisoldipine,0.83,-0.04,111.5,Vero E6
nisin,10.0,0.11,103.0,Vero E6
PF-03084014,10.0,0.02,101.5,Vero E6
niridazole,10.0,0.23,95.0,Vero E6
niraparib,0.83,0.06,102.5,Vero E6
nintedanib,10.0,-0.05,107.5,Vero E6
nimorazole,10.0,0.1,91.5,Vero E6
nimodipine,10.0,0.14,92.0,Vero E6
nimesulide,10.0,0.03,105.0,Vero E6
nilvadipine,10.0,-0.08,105.5,Vero E6
nilutamide,10.0,0.15,108.5,Vero E6
nilotinib,10.0,0.33,96.5,Vero E6
dexniguldipine,0.83,0.13,92.0,Vero E6
nifurtimox,10.0,0.04,101.5,Vero E6
nifursol,10.0,0.1,111.0,Vero E6
inimur,10.0,0.19,92.0,Vero E6
niflumic-acid,10.0,0.13,104.0,Vero E6
nifenazone,10.0,0.03,102.5,Vero E6
nifenalol,10.0,-0.14,117.5,Vero E6
nifekalant,10.0,-0.06,119.5,Vero E6
nifedipine,10.0,-0.06,106.5,Vero E6
NIDA-41020,10.0,0.15,86.0,Vero E6
nicotinyl-alcohol-tartrate,10.0,-0.13,118.0,Vero E6
niclosamide,0.83,0.1,97.0,Vero E6
niceritrol,0.83,0.13,96.5,Vero E6
nicergoline,10.0,0.28,81.0,Vero E6
nicardipine,10.0,0.02,103.0,Vero E6
nicaraven,10.0,-0.02,114.5,Vero E6
nicotinamide,10.0,0.03,107.5,Vero E6
niacin,10.0,0.19,101.5,Vero E6
NI-57,10.0,0.01,102.5,Vero E6
NHI-2,10.0,-0.01,109.0,Vero E6
NH125,0.83,0.05,104.5,Vero E6
NGD-98-2,10.0,0.2,86.5,Vero E6
NGD-94-1,10.0,-0.07,107.0,Vero E6
NGB-2904,10.0,-0.0,105.0,Vero E6
NG-nitro-arginine,10.0,-0.02,108.0,Vero E6
nexturastat-A,0.83,0.11,105.0,Vero E6
esomeprazole,10.0,-0.18,110.5,Vero E6
nevirapine,10.0,0.17,104.0,Vero E6
neuropathiazol,10.0,-0.05,110.5,Vero E6
neurodazine,10.0,0.2,70.0,Vero E6
netupitant,10.0,0.11,94.0,Vero E6
nesbuvir,10.0,0.11,104.0,Vero E6
neridronic-acid,10.0,0.21,91.0,Vero E6
neratinib,10.0,-0.26,101.5,Vero E6
nepicastat,10.0,-0.05,104.0,Vero E6
nepafenac,10.0,0.06,120.0,Vero E6
neostigmine,10.0,-0.11,112.5,Vero E6
Neohesperidin dihydrochalcone (Nhdc),10.0,0.05,99.5,Vero E6
neohesperidin,10.0,0.01,112.0,Vero E6
neo-gilurytmal,10.0,-0.04,115.5,Vero E6
nemorubicin,0.83,0.02,108.5,Vero E6
nemonapride,10.0,0.64,36.5,Vero E6
nelarabine,10.0,-0.01,109.0,Vero E6
nefopam,10.0,0.03,107.5,Vero E6
nefiracetam,10.0,0.05,113.0,Vero E6
nefazodone,10.0,0.07,105.5,Vero E6
nedocromil,10.0,-0.03,109.5,Vero E6
nedaplatin,10.0,0.09,102.0,Vero E6
necrostatin-1,10.0,0.19,93.5,Vero E6
necrostatin-2,10.0,0.13,95.0,Vero E6
NECA,10.0,0.18,92.0,Vero E6
nebracetam,10.0,0.08,102.5,Vero E6
nebivolol,10.0,0.05,107.5,Vero E6
NE-100,10.0,0.35,86.5,Vero E6
NDT-9513727,10.0,0.14,99.5,Vero E6
NCS-382,10.0,0.01,100.5,Vero E6
NBQX,10.0,-0.05,104.5,Vero E6
NBI-74330-(+/-),10.0,0.14,84.0,Vero E6
NBI-27914,10.0,0.14,102.5,Vero E6
EGF816,0.83,-0.2,110.0,Vero E6
navarixin,10.0,-0.06,109.5,Vero E6
NAV-26,10.0,-0.07,105.0,Vero E6
nateglinide,10.0,0.02,94.5,Vero E6
natamycin,10.0,0.08,107.5,Vero E6
nastorazepide,10.0,-0.01,104.0,Vero E6
narlaprevir,10.0,0.16,111.0,Vero E6
naringin-dihydrochalcone,10.0,0.04,107.0,Vero E6
Naringin (Naringoside),10.0,0.25,106.5,Vero E6
naringeninic-acid,10.0,0.02,102.5,Vero E6
naringenin,10.0,0.02,98.5,Vero E6
naratriptan,10.0,0.07,104.5,Vero E6
naproxen,10.0,-0.02,106.5,Vero E6
napirimus,10.0,0.12,107.0,Vero E6
naphthoquine-phosphate,10.0,0.1,109.0,Vero E6
naphazoline,10.0,0.15,99.0,Vero E6
napabucasin,0.83,0.31,89.0,Vero E6
Nandrolone decanoate,10.0,-0.02,103.0,Vero E6
Nandrolone,10.0,0.24,89.5,Vero E6
NAN-190,10.0,0.18,99.0,Vero E6
Nampt-IN-1,10.0,-0.06,103.5,Vero E6
naltrindole,10.0,-0.1,105.5,Vero E6
naltriben,10.0,-0.13,105.5,Vero E6
NALTREXONE HYDROCHLORIDE,10.0,-0.05,106.5,Vero E6
naloxone-benzoylhydrazone,10.0,0.07,110.0,Vero E6
NALOXONE HYDROCHLORIDE,10.0,-0.21,113.5,Vero E6
naloxegol,10.0,0.25,92.0,Vero E6
nalmefene,10.0,-0.04,112.5,Vero E6
nalidixic-acid,10.0,-0.06,105.5,Vero E6
nalfurafine,10.0,-0.07,107.5,Vero E6
nalbuphine,10.0,-0.05,114.5,Vero E6
naftidrofuryl,10.0,0.14,103.5,Vero E6
nafcillin,10.0,-0.16,112.0,Vero E6
nafamostat,10.0,0.17,108.0,Vero E6
nafadotride,10.0,0.33,89.0,Vero E6
NADPH,10.0,-0.08,106.5,Vero E6
nadifloxacin,10.0,-0.0,106.0,Vero E6
nadide,10.0,-0.05,94.0,Vero E6
nabumetone,10.0,0.04,117.5,Vero E6
NAB-2,10.0,0.11,108.5,Vero E6
N6022,10.0,0.07,89.0,Vero E6
N6-methyladenosine,10.0,-0.06,100.0,Vero E6
N6-cyclopentyladenosine,10.0,-0.01,109.0,Vero E6
N20C,10.0,-0.17,113.5,Vero E6
D-7193,10.0,0.24,84.0,Vero E6
lauric-diethanolamide,10.0,-0.12,108.5,Vero E6
N-oxydiethylenebenzothiazole-2-sulfenamide,10.0,-0.01,103.5,Vero E6
N-MPPP,10.0,0.08,102.0,Vero E6
N-methylquipazine,10.0,0.14,100.5,Vero E6
N-methyllidocaine-iodide,10.0,0.05,100.5,Vero E6
deoxyepinephrine,10.0,0.04,106.0,Vero E6
N-demethylantipyrine,10.0,0.12,101.0,Vero E6
N-alpha-methylhistamine-dihydrochloride,10.0,-0.04,109.5,Vero E6
N-acetyltryptamine,10.0,0.04,94.5,Vero E6
aceneuramic-acid,10.0,0.01,103.5,Vero E6
N-acetylmannosamine,10.0,0.18,100.5,Vero E6
N-acetylglycyl-D-glutamic-acid,10.0,0.13,98.0,Vero E6
N-acetyl-tyrosine,10.0,-0.06,113.5,Vero E6
N-acetyl-D-glucosamine,10.0,0.06,101.0,Vero E6
N-acetylcarnosine,10.0,-0.12,116.0,Vero E6
N-[2-(piperidinylamino)ethyl]-4-iodobenzamide,10.0,0.32,91.5,Vero E6
I-BZA2,10.0,0.22,91.0,Vero E6
FPL-62064,10.0,0.17,87.5,Vero E6
K-MAP,10.0,0.03,99.5,Vero E6
brolitene,10.0,0.2,93.5,Vero E6
myricitrin,10.0,0.15,103.0,Vero E6
myricetin,10.0,0.2,109.5,Vero E6
mycophenolic-acid,10.0,-0.09,114.5,Vero E6
MY-5445,10.0,0.2,94.0,Vero E6
MUT056399,10.0,0.09,95.5,Vero E6
muscimol,10.0,-0.0,111.0,Vero E6
mupirocin,10.0,0.05,110.0,Vero E6
mubritinib,10.0,-0.09,96.0,Vero E6
MTPG,10.0,0.0,105.0,Vero E6
MSX-122,10.0,0.18,111.5,Vero E6
MRS-3777,0.83,0.19,104.0,Vero E6
MRS-1845,10.0,0.06,87.5,Vero E6
MRS-1334,10.0,0.3,89.0,Vero E6
MRS-1220,10.0,-0.0,110.5,Vero E6
MRS-2578,10.0,0.02,105.0,Vero E6
MRK-560,10.0,0.06,103.5,Vero E6
MRK-016,10.0,0.15,95.0,Vero E6
MR-948,10.0,-0.06,104.0,Vero E6
MR-16728,10.0,0.4,75.5,Vero E6
Mps1-IN-1,0.83,-0.02,106.5,Vero E6
Mps-BAY-2a,10.0,-0.23,99.5,Vero E6
MPI-0479605,10.0,-0.06,90.5,Vero E6
MPEP,10.0,0.03,101.0,Vero E6
mozavaptan,0.83,0.02,117.0,Vero E6
moxonidine,10.0,0.08,102.0,Vero E6
moxifloxacin,10.0,0.03,105.5,Vero E6
moxidectin,10.0,0.27,98.5,Vero E6
moxaverine,10.0,0.5,86.0,Vero E6
moxalactam,10.0,-0.05,110.0,Vero E6
motolimod,10.0,0.14,93.0,Vero E6
motesanib,10.0,0.2,107.5,Vero E6
mosapride,10.0,0.33,89.5,Vero E6
morniflumate,10.0,0.08,107.5,Vero E6
morinidazole,10.0,0.12,111.0,Vero E6
morin,10.0,0.07,108.5,Vero E6
morantel,10.0,-0.0,99.5,Vero E6
moracizine,10.0,0.15,112.0,Vero E6
moprolol,10.0,0.09,100.5,Vero E6
montelukast,10.0,0.17,92.5,Vero E6
monostearin,10.0,-0.02,107.5,Vero E6
monobenzone,10.0,-0.21,119.0,Vero E6
monastrol,10.0,0.05,93.0,Vero E6
MOMETASONE FUROATE,10.0,0.48,78.0,Vero E6
cyt387,0.83,0.41,103.0,Vero E6
molsidomine,10.0,0.05,101.5,Vero E6
molidustat,10.0,0.06,98.5,Vero E6
moguisteine,10.0,0.16,99.5,Vero E6
mofegiline,10.0,-0.05,115.0,Vero E6
moexipril,10.0,0.18,90.0,Vero E6
MODAFINIL,10.0,0.11,109.0,Vero E6
moclobemide,10.0,0.18,103.0,Vero E6
mocetinostat,0.83,-0.01,104.0,Vero E6
"3,4-methylenedioxy-beta-nitrostyrene",10.0,0.58,41.0,Vero E6
MNITMT,10.0,0.3,87.0,Vero E6
MN-64,0.83,0.03,107.5,Vero E6
MMPX,10.0,-0.14,113.0,Vero E6
MM77,10.0,0.13,98.0,Vero E6
MM-11253,10.0,0.13,98.0,Vero E6
MM-102,10.0,-0.04,115.5,Vero E6
alisertib,0.83,0.27,112.5,Vero E6
MLN8054,10.0,0.0,109.0,Vero E6
ML347,10.0,0.29,97.5,Vero E6
ML324,0.83,-0.01,107.5,Vero E6
ML314,0.83,0.16,99.0,Vero E6
ML204,10.0,0.28,93.0,Vero E6
ML188,10.0,0.33,83.0,Vero E6
ML167,10.0,0.5,106.0,Vero E6
ML161,10.0,-0.13,110.0,Vero E6
ML133,10.0,0.06,105.0,Vero E6
ML130,10.0,-0.02,107.5,Vero E6
ML9,10.0,0.24,95.0,Vero E6
ML786,0.83,0.23,99.0,Vero E6
ML365,10.0,0.26,96.5,Vero E6
ML348,10.0,0.01,103.0,Vero E6
ML3403,10.0,-0.16,107.0,Vero E6
ML323,10.0,0.02,101.0,Vero E6
ML297,10.0,0.1,102.5,Vero E6
ML281,10.0,0.23,83.0,Vero E6
ML277,10.0,0.42,61.5,Vero E6
ML228,10.0,-0.06,114.0,Vero E6
ML218,10.0,0.32,86.0,Vero E6
ML-213,10.0,-0.1,102.0,Vero E6
ML193,10.0,-0.32,97.0,Vero E6
ML179,10.0,0.2,86.5,Vero E6
ML141,10.0,0.15,87.0,Vero E6
ML10302,10.0,0.13,109.5,Vero E6
MKT-077,10.0,0.14,106.5,Vero E6
MK-8745,0.83,0.2,107.0,Vero E6
quiflapon,10.0,-0.04,105.5,Vero E6
SCH-900776,10.0,0.53,82.0,Vero E6
MK-8245,10.0,0.01,103.5,Vero E6
MK-8033,10.0,0.03,105.5,Vero E6
MK-571,10.0,0.01,108.0,Vero E6
MK-5108,0.83,0.17,105.5,Vero E6
MK-5046,10.0,0.03,112.0,Vero E6
MK-3697,10.0,-0.01,100.0,Vero E6
MK-3207,10.0,0.08,101.0,Vero E6
MK-2894,10.0,0.19,108.5,Vero E6
ostarine,10.0,0.07,112.5,Vero E6
MK-2461,0.83,0.09,111.0,Vero E6
MK-2295,10.0,-0.04,102.5,Vero E6
MK-2048,10.0,0.02,97.5,Vero E6
MK-1775,10.0,-0.02,96.0,Vero E6
MK-0812,10.0,-0.21,113.0,Vero E6
MK-0773,10.0,0.02,100.0,Vero E6
MK-0752,10.0,0.01,110.0,Vero E6
MK-0354,10.0,-0.04,109.0,Vero E6
MK-0893,10.0,0.16,106.0,Vero E6
MJ-15,10.0,-0.17,113.0,Vero E6
mizoribine,10.0,0.06,111.5,Vero E6
mizolastine,10.0,0.21,105.5,Vero E6
mivobulin,10.0,-0.09,111.5,Vero E6
mivacurium,10.0,-0.09,103.5,Vero E6
mitoxantrone,0.83,-0.01,108.0,Vero E6
mitotane,10.0,-0.17,112.5,Vero E6
mitomycin-C,10.0,0.1,104.0,Vero E6
mitiglinide,10.0,0.09,108.5,Vero E6
mirodenafil,10.0,0.13,95.5,Vero E6
miriplatin,10.0,0.08,114.0,Vero E6
mirin,10.0,-0.03,112.0,Vero E6
ARQ-092,10.0,0.7,29.5,Vero E6
mirabegron,10.0,-0.07,101.5,Vero E6
MIRA-1,10.0,0.14,97.0,Vero E6
minoxidil,10.0,0.08,104.5,Vero E6
minodronic-acid,10.0,-0.03,108.0,Vero E6
minaprine,10.0,0.15,103.0,Vero E6
miltefosine,0.83,0.18,94.5,Vero E6
milrinone,10.0,0.24,93.5,Vero E6
milnacipran,10.0,0.02,105.0,Vero E6
milacemide,10.0,0.03,99.0,Vero E6
mifobate,10.0,-0.02,106.0,Vero E6
mifepristone,10.0,0.44,65.5,Vero E6
midodrine,10.0,-0.06,107.5,Vero E6
miocamycin,10.0,-0.03,110.0,Vero E6
midecamycin,10.0,0.2,101.5,Vero E6
midafotel,10.0,0.09,89.0,Vero E6
micronomicin,10.0,0.07,96.0,Vero E6
miconazole,10.0,-0.27,117.5,Vero E6
micafungin,10.0,0.05,94.5,Vero E6
mibampator,10.0,0.15,93.0,Vero E6
SAR405838,10.0,-0.04,113.0,Vero E6
MI-14,10.0,0.27,82.0,Vero E6
MGCD-265,0.83,-0.08,117.5,Vero E6
MG-624,10.0,-0.14,105.0,Vero E6
mezlocillin,10.0,0.07,97.0,Vero E6
mexiletine,10.0,-0.07,112.5,Vero E6
metronidazole,10.0,-0.09,117.5,Vero E6
metrizoic-acid,10.0,0.08,108.0,Vero E6
metoprolol,10.0,0.08,101.0,Vero E6
metocurine,10.0,0.1,104.0,Vero E6
metoclopramide,10.0,-0.0,107.0,Vero E6
metirosine,10.0,-0.11,112.0,Vero E6
metipranolol,10.0,-0.05,107.5,Vero E6
methysergide,10.0,0.07,110.5,Vero E6
methylthiouracil,10.0,0.09,104.0,Vero E6
methylprednisolone-aceponate,10.0,0.08,107.5,Vero E6
methylprednisolone-sodium-succinate,10.0,-0.02,102.5,Vero E6
methylprednisolone,10.0,-0.06,107.5,Vero E6
METHYLPHENIDATE HYDROCHLORIDE,10.0,0.05,114.0,Vero E6
methylparaben,10.0,-0.11,114.5,Vero E6
methylnaltrexone,10.0,-0.02,118.5,Vero E6
methyllycaconitine,10.0,0.01,109.5,Vero E6
methylergometrine,10.0,0.11,96.5,Vero E6
methylene-blue,0.83,0.15,103.5,Vero E6
methyldopate,10.0,0.04,108.5,Vero E6
methyldopa,10.0,-0.11,97.5,Vero E6
methylbenzethonium-chloride,10.0,-0.07,101.0,Vero E6
methylatropine-nitrate,10.0,0.13,104.5,Vero E6
methyl-salicylate,10.0,-0.16,109.5,Vero E6
methyl-aminolevulinate,10.0,0.12,90.0,Vero E6
methyclothiazide,10.0,0.02,103.5,Vero E6
methsuximide,10.0,0.08,109.5,Vero E6
methscopolamine,10.0,-0.03,96.0,Vero E6
methoxyamine,10.0,0.19,99.0,Vero E6
methoxamine,10.0,-0.12,107.5,Vero E6
methotrexate,10.0,-0.18,100.0,Vero E6
methocarbamol,10.0,0.09,100.5,Vero E6
methimazole,10.0,-0.07,107.5,Vero E6
methicillin,10.0,-0.06,112.5,Vero E6
methiazole,0.83,-0.25,120.0,Vero E6
methenamine,10.0,0.11,100.0,Vero E6
methazolamide,10.0,-0.03,105.0,Vero E6
metharbital,10.0,0.22,91.5,Vero E6
methapyrilene,10.0,-0.17,113.0,Vero E6
methantheline,10.0,0.09,106.5,Vero E6
methacycline,0.83,0.09,103.0,Vero E6
metformin,10.0,-0.01,107.5,Vero E6
metergoline,10.0,0.16,97.5,Vero E6
metaxalone,10.0,0.13,97.0,Vero E6
metaraminol,10.0,-0.06,104.5,Vero E6
metaproterenol,10.0,0.13,104.5,Vero E6
metacetamol,10.0,0.04,97.0,Vero E6
metenkephalin,10.0,0.25,91.0,Vero E6
mesulergine,10.0,0.21,93.5,Vero E6
mestranol,10.0,-0.0,109.5,Vero E6
mesoridazine,10.0,0.32,91.0,Vero E6
mesna,10.0,0.16,109.0,Vero E6
mesalazine,10.0,0.08,93.5,Vero E6
meropenem,10.0,0.04,104.5,Vero E6
merimepodib,10.0,0.45,62.5,Vero E6
